Kt*_C_A_Cha,ΔKt*_C_A_Cha,Kt*_Cy_A_Cha,ΔKt*_Cy_A_Cha,Kt*_I_A_Cha,ΔKt*_I_A_Cha,Kt*_AD_A_Cha,ΔKt*_AD_A_Cha
0.5436,-0.0635,,,0.9643,0.0189,0.5436,-0.0635
0.4801,0.1481,,,0.9832,-0.9832,0.4801,0.1481
0.6282,-0.6282,,,0.9185,-0.0614,0.6282,-0.6282
0.9023,-0.9023,,,0.8571,-0.8571,0.9023,-0.9023
0.5614,-0.0741,,,0.6799,-0.6799,0.5614,-0.0741
0.4873,0.0125,,,0.9066,-0.9066,0.4873,0.0125
0.4998,0.4558,,,0.8342,-0.8342,0.4998,0.4558
0.9556,-0.9556,,,0.9914,-0.9914,0.9556,-0.9556
0.6453,0.1876,,,0.8547,-0.8547,0.6453,0.1876
0.8329,-0.8329,,,0.6558,-0.2132,0.8329,-0.8329
0.6326,-0.1198,,,0.4427,-0.1322,0.6326,-0.1198
0.5128,0.1125,,,0.3104,0.5811,0.5128,0.1125
0.6253,0.1453,,,0.8916,-0.8916,0.6253,0.1453
0.7706,0.0517,,,0.6984,-0.0982,0.7706,0.0517
0.8223,0.1532,,,0.6002,0.1601,0.8223,0.1532
0.9755,-0.2670,,,0.7603,0.0671,0.9755,-0.2670
0.7085,0.1559,,,0.8274,0.0815,0.7085,0.1559
0.8643,-0.8643,,,0.9090,-0.1828,0.8643,-0.8643
0.8770,0.1149,,,0.7262,-0.1265,0.8770,0.1149
0.9919,-0.5838,,,0.5997,0.2421,0.9919,-0.5838
0.4080,-0.4080,,,0.8418,0.1081,0.4080,-0.4080
0.1630,-0.0657,,,0.9499,0.0319,0.1630,-0.0657
0.0973,0.1210,,,0.9818,0.0202,0.0973,0.1210
0.1614,-0.0587,,,0.7714,0.0414,0.1614,-0.0587
0.1027,-0.0304,,,0.8128,0.1936,0.1027,-0.0304
0.0646,0.0223,,,0.9952,-0.9952,0.0646,0.0223
0.1042,0.0261,,,0.9823,-0.1560,0.1042,0.0261
0.1303,0.0908,,,0.8263,0.1289,0.1303,0.0908
0.2211,0.0579,,,0.9552,-0.0862,0.2211,0.0579
0.2790,0.0497,,,0.8690,-0.3111,0.2790,0.0497
0.3287,0.0158,,,0.5579,-0.5579,0.3287,0.0158
0.3445,0.0454,,,0.9988,-0.3244,0.3445,0.0454
0.3899,0.0432,,,0.6744,-0.0441,0.3899,0.0432
0.4331,-0.0082,,,0.6303,0.0281,0.4331,-0.0082
0.4249,-0.0374,,,0.6584,-0.6584,0.4249,-0.0374
0.3876,0.0026,,,0.7547,-0.0224,0.3876,0.0026
0.3902,-0.0538,,,0.7323,0.1460,0.3902,-0.0538
0.3364,-0.0627,,,0.8784,-0.8784,0.3364,-0.0627
0.2737,-0.0005,,,0.5917,0.1555,0.2737,-0.0005
0.2731,0.0304,,,0.7472,0.0061,0.2731,0.0304
0.3035,0.0224,,,0.7532,-0.7532,0.3035,0.0224
0.3259,0.0390,,,0.8081,-0.1065,0.3259,0.0390
0.3649,0.0855,,,0.7016,0.2349,0.3649,0.0855
0.4503,0.0983,,,0.9365,-0.1580,0.4503,0.0983
0.5486,0.0579,,,0.7785,-0.0855,0.5486,0.0579
0.6065,0.0741,,,0.6929,-0.6929,0.6065,0.0741
0.6807,0.0331,,,0.9382,-0.0897,0.6807,0.0331
0.7138,0.1352,,,0.8485,0.0850,0.7138,0.1352
0.8490,-0.0134,,,0.9335,-0.2514,0.8490,-0.0134
0.8356,0.0740,,,0.6821,-0.3906,0.8356,0.0740
0.9097,-0.9097,,,0.2915,0.0927,0.9097,-0.9097
0.9268,0.0432,,,0.3842,0.0645,0.9268,0.0432
0.9701,0.0238,,,0.4487,0.0187,0.9701,0.0238
0.9939,0.0160,,,0.4674,0.0332,0.9939,0.0160
0.9996,0.0086,,,0.5377,0.0430,0.9996,0.0086
0.9986,-0.0038,,,0.6565,0.2681,0.9986,-0.0038
0.9949,0.0016,,,0.9246,-0.9246,0.9949,0.0016
0.9964,0.0054,,,0.7140,-0.7140,0.9964,0.0054
0.9979,0.0092,,,0.2570,0.7470,0.9979,0.0092
0.9999,0.0061,,,0.6216,-0.2038,0.9999,0.0061
0.9993,0.0026,,,0.9741,-0.2575,0.9993,0.0026
0.9461,-0.4100,,,0.9546,-0.9546,0.9461,-0.4100
0.5361,-0.0696,,,0.7906,0.1334,0.5361,-0.0696
0.4665,0.4908,,,0.9240,-0.9240,0.4665,0.4908
0.9573,-0.9573,,,0.3542,0.0820,0.9573,-0.9573
0.9629,-0.9629,,,0.4362,0.1425,0.9629,-0.9629
0.6805,0.1250,,,0.5787,0.0065,0.6805,0.1250
0.8055,-0.8055,,,0.5852,0.0496,0.8055,-0.8055
0.9191,-0.2326,,,0.6347,0.1394,0.9191,-0.2326
0.6864,0.0676,,,0.7742,0.0219,0.6864,0.0676
0.7540,-0.7540,,,0.7961,-0.0338,0.7540,-0.7540
0.0340,0.1323,,,0.7623,0.0799,0.0340,0.1323
0.1663,0.1555,,,0.8422,0.1215,0.1663,0.1555
0.3218,0.1433,,,0.9637,-0.9637,0.3218,0.1433
0.4651,0.1175,,,0.9942,-0.0075,0.4651,0.1175
0.5825,0.0719,,,0.9868,0.0057,0.5825,0.0719
0.6544,0.0546,,,0.9925,0.0115,0.6544,0.0546
0.9093,0.0125,,,0.9963,-0.1022,0.9093,0.0125
0.9218,0.0191,,,0.8941,-0.0606,0.9218,0.0191
0.9408,0.0040,,,0.8334,-0.1198,0.9408,0.0040
0.9449,0.0120,,,0.7136,-0.0084,0.9449,0.0120
0.9569,0.0063,,,0.7052,0.0285,0.9569,0.0063
0.9632,0.0085,,,0.7338,-0.1338,0.9632,0.0085
0.9717,0.0050,,,0.6000,0.1597,0.9717,0.0050
0.9766,0.0047,,,0.7597,0.0552,0.9766,0.0047
0.9813,-0.0009,,,0.8150,0.1080,0.9813,-0.0009
0.9805,0.0101,,,0.9230,-0.0315,0.9805,0.0101
0.9906,0.0008,,,0.8915,-0.0173,0.9906,0.0008
0.9914,0.0040,,,0.8742,0.0993,0.9914,0.0040
0.9953,0.0059,,,0.9735,-0.0794,0.9953,0.0059
0.9511,0.0144,,,0.8395,-0.0602,0.9511,0.0144
0.9655,-0.9655,,,0.7794,-0.1740,0.9655,-0.9655
0.7454,0.1694,,,0.6054,0.0547,0.7454,0.1694
0.9148,0.0088,,,0.6600,0.0302,0.9148,0.0088
0.9236,-0.9236,,,0.6902,0.2978,0.9236,-0.9236
0.0819,0.2215,,,0.9880,-0.0522,0.0819,0.2215
0.3034,0.2955,,,0.9359,-0.9359,0.3034,0.2955
0.5989,0.2396,,,0.9468,-0.9468,0.5989,0.2396
0.8386,0.1352,,,0.9832,-0.9832,0.8386,0.1352
0.9738,0.0015,,,0.8085,-0.0611,0.9738,0.0015
0.9753,-0.0518,,,0.7474,-0.7474,0.9753,-0.0518
0.9235,0.0045,,,0.8172,0.0138,0.9235,0.0045
0.9280,-0.0849,,,0.8310,-0.8310,0.9280,-0.0849
0.8431,-0.0681,,,0.7895,-0.0859,0.8431,-0.0681
0.7750,0.1204,,,,,0.7750,0.1204
0.8954,-0.8954,,,,,0.8954,-0.8954
0.8888,-0.8888,,,,,0.8888,-0.8888
0.8834,-0.2611,,,,,0.8834,-0.2611
0.6223,-0.6223,,,,,0.6223,-0.6223
0.0999,0.2152,,,,,0.0999,0.2152
0.3150,0.2754,,,,,0.3150,0.2754
0.5905,0.2140,,,,,0.5905,0.2140
0.8044,0.1372,,,,,0.8044,0.1372
0.9416,0.0512,,,,,0.9416,0.0512
0.9929,-0.9929,,,,,0.9929,-0.9929
0.9438,-0.9438,,,,,0.9438,-0.9438
0.8882,-0.8882,,,,,0.8882,-0.8882
0.9733,-0.9733,,,,,0.9733,-0.9733
0.9873,-0.9873,,,,,0.9873,-0.9873
0.0854,0.1788,,,,,0.0854,0.1788
0.2642,0.2221,,,,,0.2642,0.2221
0.4863,0.2052,,,,,0.4863,0.2052
0.6915,0.1330,,,,,0.6915,0.1330
0.8244,0.0618,,,,,0.8244,0.0618
0.8862,0.0398,,,,,0.8862,0.0398
0.9260,0.0182,,,,,0.9260,0.0182
0.9441,0.0240,,,,,0.9441,0.0240
0.9681,0.0144,,,,,0.9681,0.0144
0.9825,0.0130,,,,,0.9825,0.0130
0.9955,0.0102,,,,,0.9955,0.0102
0.8246,0.1138,,,,,0.8246,0.1138
0.9384,-0.9384,,,,,0.9384,-0.9384
0.9663,-0.9663,,,,,0.9663,-0.9663
0.8939,-0.0179,,,,,0.8939,-0.0179
0.8760,0.0884,,,,,0.8760,0.0884
0.9644,-0.9644,,,,,0.9644,-0.9644
0.8992,0.0862,,,,,0.8992,0.0862
0.9854,-0.9854,,,,,0.9854,-0.9854
0.1155,0.2419,,,,,0.1155,0.2419
0.3574,0.2076,,,,,0.3574,0.2076
0.5651,0.1912,,,,,0.5651,0.1912
0.7562,0.1049,,,,,0.7562,0.1049
0.8612,0.0488,,,,,0.8612,0.0488
0.9100,0.0329,,,,,0.9100,0.0329
0.9429,0.0182,,,,,0.9429,0.0182
0.9611,0.0193,,,,,0.9611,0.0193
0.9804,0.0060,,,,,0.9804,0.0060
0.9864,0.0111,,,,,0.9864,0.0111
0.9975,0.0081,,,,,0.9975,0.0081
0.9535,-0.9535,,,,,0.9535,-0.9535
0.9037,-0.4052,,,,,0.9037,-0.4052
0.4985,0.2781,,,,,0.4985,0.2781
0.7765,-0.7765,,,,,0.7765,-0.7765
0.6866,-0.6866,,,,,0.6866,-0.6866
0.7410,-0.7410,,,,,0.7410,-0.7410
0.9915,-0.0766,,,,,0.9915,-0.0766
0.9149,-0.9149,,,,,0.9149,-0.9149
0.9574,-0.6864,,,,,0.9574,-0.6864
0.2711,0.6177,,,,,0.2711,0.6177
0.8887,-0.8887,,,,,0.8887,-0.8887
0.8820,-0.4107,,,,,0.8820,-0.4107
0.4713,0.2528,,,,,0.4713,0.2528
0.7241,-0.7241,,,,,0.7241,-0.7241
0.4712,0.3265,,,,,0.4712,0.3265
0.7978,-0.7978,,,,,0.7978,-0.7978
0.1037,0.2086,,,,,0.1037,0.2086
0.3124,0.2178,,,,,0.3124,0.2178
0.5302,0.1730,,,,,0.5302,0.1730
0.7031,0.1038,,,,,0.7031,0.1038
0.8070,0.0525,,,,,0.8070,0.0525
0.8595,0.0365,,,,,0.8595,0.0365
0.8960,0.0347,,,,,0.8960,0.0347
0.9307,0.0217,,,,,0.9307,0.0217
0.9524,0.0134,,,,,0.9524,0.0134
0.9658,0.0049,,,,,0.9658,0.0049
0.9707,0.0079,,,,,0.9707,0.0079
0.9786,0.0034,,,,,0.9786,0.0034
0.9820,0.0120,,,,,0.9820,0.0120
0.9940,0.0109,,,,,0.9940,0.0109
0.9979,-0.0515,,,,,0.9979,-0.0515
0.9463,-0.9463,,,,,0.9463,-0.9463
0.8490,-0.8490,,,,,0.8490,-0.8490
0.7005,-0.2689,,,,,0.7005,-0.2689
0.4316,-0.4316,,,,,0.4316,-0.4316
0.9786,-0.4213,,,,,0.9786,-0.4213
0.5572,0.1489,,,,,0.5572,0.1489
0.7061,-0.1234,,,,,0.7061,-0.1234
0.5828,-0.2624,,,,,0.5828,-0.2624
0.3204,0.4121,,,,,0.3204,0.4121
0.7324,-0.3990,,,,,0.7324,-0.3990
0.3334,0.1632,,,,,0.3334,0.1632
0.4966,-0.4966,,,,,0.4966,-0.4966
0.6703,-0.6703,,,,,0.6703,-0.6703
0.9803,-0.9803,,,,,0.9803,-0.9803
0.0516,0.0688,,,,,0.0516,0.0688
0.1204,0.0748,,,,,0.1204,0.0748
0.1952,0.0532,,,,,0.1952,0.0532
0.2483,-0.0172,,,,,0.2483,-0.0172
0.2311,0.0726,,,,,0.2311,0.0726
0.3037,0.1832,,,,,0.3037,0.1832
0.4868,0.0702,,,,,0.4868,0.0702
0.5571,-0.0797,,,,,0.5571,-0.0797
0.4773,0.1073,,,,,0.4773,0.1073
0.5847,0.0637,,,,,0.5847,0.0637
0.6483,0.1530,,,,,0.6483,0.1530
0.8014,0.0015,,,,,0.8014,0.0015
0.8029,0.0325,,,,,0.8029,0.0325
0.8354,0.0205,,,,,0.8354,0.0205
0.8559,0.0288,,,,,0.8559,0.0288
0.8847,0.0536,,,,,0.8847,0.0536
0.9383,-0.0917,,,,,0.9383,-0.0917
0.8466,0.0973,,,,,0.8466,0.0973
0.9439,0.0066,,,,,0.9439,0.0066
0.9505,0.0068,,,,,0.9505,0.0068
0.9573,-0.0067,,,,,0.9573,-0.0067
0.9506,0.0186,,,,,0.9506,0.0186
0.9692,-0.0027,,,,,0.9692,-0.0027
0.9665,0.0004,,,,,0.9665,0.0004
0.9669,0.0028,,,,,0.9669,0.0028
0.9697,0.0063,,,,,0.9697,0.0063
0.9760,0.0030,,,,,0.9760,0.0030
0.9790,0.0065,,,,,0.9790,0.0065
0.9855,0.0038,,,,,0.9855,0.0038
0.9893,0.0049,,,,,0.9893,0.0049
0.9942,0.0102,,,,,0.9942,0.0102
0.9379,-0.9379,,,,,0.9379,-0.9379
0.1242,0.1536,,,,,0.1242,0.1536
0.2778,0.1305,,,,,0.2778,0.1305
0.4083,0.0980,,,,,0.4083,0.0980
0.5063,0.0815,,,,,0.5063,0.0815
0.5878,0.0477,,,,,0.5878,0.0477
0.6355,0.0410,,,,,0.6355,0.0410
0.6765,0.0331,,,,,0.6765,0.0331
0.7096,0.0133,,,,,0.7096,0.0133
0.7229,0.0154,,,,,0.7229,0.0154
0.7383,0.0186,,,,,0.7383,0.0186
0.7569,0.0280,,,,,0.7569,0.0280
0.7850,0.0315,,,,,0.7850,0.0315
0.8165,0.0174,,,,,0.8165,0.0174
0.8339,0.0109,,,,,0.8339,0.0109
0.8448,0.0193,,,,,0.8448,0.0193
0.8641,0.0082,,,,,0.8641,0.0082
0.8723,0.0087,,,,,0.8723,0.0087
0.8810,0.0083,,,,,0.8810,0.0083
0.8892,0.0038,,,,,0.8892,0.0038
0.8931,0.0065,,,,,0.8931,0.0065
0.8996,0.0057,,,,,0.8996,0.0057
0.9053,0.0035,,,,,0.9053,0.0035
0.9088,0.0042,,,,,0.9088,0.0042
0.9130,0.0034,,,,,0.9130,0.0034
0.9164,-0.0019,,,,,0.9164,-0.0019
0.9145,0.0081,,,,,0.9145,0.0081
0.9226,0.0007,,,,,0.9226,0.0007
0.9233,0.0001,,,,,0.9233,0.0001
0.9235,0.0145,,,,,0.9235,0.0145
0.9380,0.0062,,,,,0.9380,0.0062
0.9441,0.0262,,,,,0.9441,0.0262
0.9703,-0.1148,,,,,0.9703,-0.1148
0.8556,-0.1509,,,,,0.8556,-0.1509
0.7047,0.2953,,,,,0.7047,0.2953
0.7406,-0.2743,,,,,0.7406,-0.2743
0.4663,0.3710,,,,,0.4663,0.3710
0.8372,-0.5481,,,,,0.8372,-0.5481
0.2891,0.0303,,,,,0.2891,0.0303
0.3194,0.4259,,,,,0.3194,0.4259
0.7453,0.0515,,,,,0.7453,0.0515
0.7968,0.1387,,,,,0.7968,0.1387
0.9355,0.0049,,,,,0.9355,0.0049
0.9404,-0.1746,,,,,0.9404,-0.1746
0.7659,-0.3111,,,,,0.7659,-0.3111
0.4547,0.2973,,,,,0.4547,0.2973
0.7520,-0.0339,,,,,0.7520,-0.0339
0.7181,-0.0292,,,,,0.7181,-0.0292
0.6889,0.0259,,,,,0.6889,0.0259
0.7148,0.2117,,,,,0.7148,0.2117
0.9265,-0.0502,,,,,0.9265,-0.0502
0.8763,-0.1267,,,,,0.8763,-0.1267
0.7495,0.1897,,,,,0.7495,0.1897
0.9392,-0.1082,,,,,0.9392,-0.1082
0.8311,0.0268,,,,,0.8311,0.0268
0.8579,0.0687,,,,,0.8579,0.0687
0.9266,0.0081,,,,,0.9266,0.0081
0.9347,-0.0122,,,,,0.9347,-0.0122
0.9225,0.0083,,,,,0.9225,0.0083
0.9308,0.0227,,,,,0.9308,0.0227
0.9535,-0.0233,,,,,0.9535,-0.0233
0.9302,-0.1124,,,,,0.9302,-0.1124
0.8178,0.1366,,,,,0.8178,0.1366
0.9544,-0.0824,,,,,0.9544,-0.0824
0.8720,-0.0985,,,,,0.8720,-0.0985
0.7734,0.2115,,,,,0.7734,0.2115
0.9850,-0.9850,,,,,0.9850,-0.9850
0.2438,0.1232,,,,,0.2438,0.1232
0.3670,0.0979,,,,,0.3670,0.0979
0.4649,0.0689,,,,,0.4649,0.0689
0.5338,0.0505,,,,,0.5338,0.0505
0.5843,0.0415,,,,,0.5843,0.0415
0.6258,0.0344,,,,,0.6258,0.0344
0.6602,0.0254,,,,,0.6602,0.0254
0.6855,0.0246,,,,,0.6855,0.0246
0.7102,0.0239,,,,,0.7102,0.0239
0.7341,0.0157,,,,,0.7341,0.0157
0.7498,0.0183,,,,,0.7498,0.0183
0.7681,0.0213,,,,,0.7681,0.0213
0.7894,0.0152,,,,,0.7894,0.0152
0.8046,0.0114,,,,,0.8046,0.0114
0.8160,0.0138,,,,,0.8160,0.0138
0.8297,0.0131,,,,,0.8297,0.0131
0.8428,0.0049,,,,,0.8428,0.0049
0.8478,0.0078,,,,,0.8478,0.0078
0.8555,0.0056,,,,,0.8555,0.0056
0.8611,0.0079,,,,,0.8611,0.0079
0.8690,0.0064,,,,,0.8690,0.0064
0.8754,0.0029,,,,,0.8754,0.0029
0.8782,0.0040,,,,,0.8782,0.0040
0.8822,0.0012,,,,,0.8822,0.0012
0.8834,0.0037,,,,,0.8834,0.0037
0.8871,0.0050,,,,,0.8871,0.0050
0.8922,-0.0022,,,,,0.8922,-0.0022
0.8900,0.0049,,,,,0.8900,0.0049
0.8948,-0.0055,,,,,0.8948,-0.0055
0.8893,0.0051,,,,,0.8893,0.0051
0.8944,0.0115,,,,,0.8944,0.0115
0.9059,0.0022,,,,,0.9059,0.0022
0.9081,-0.0117,,,,,0.9081,-0.0117
0.8964,0.0119,,,,,0.8964,0.0119
0.9083,-0.0063,,,,,0.9083,-0.0063
0.9020,0.0101,,,,,0.9020,0.0101
0.9121,0.0042,,,,,0.9121,0.0042
0.9163,0.0058,,,,,0.9163,0.0058
0.9220,-0.0031,,,,,0.9220,-0.0031
0.9189,-0.0161,,,,,0.9189,-0.0161
0.9028,-0.0040,,,,,0.9028,-0.0040
0.8988,-0.0015,,,,,0.8988,-0.0015
0.8973,-0.0074,,,,,0.8973,-0.0074
0.8899,0.0084,,,,,0.8899,0.0084
0.8983,-0.0958,,,,,0.8983,-0.0958
0.8026,0.1011,,,,,0.8026,0.1011
0.9036,-0.0948,,,,,0.9036,-0.0948
0.8089,0.1272,,,,,0.8089,0.1272
0.9361,0.0099,,,,,0.9361,0.0099
0.9460,0.0150,,,,,0.9460,0.0150
0.9610,-0.1142,,,,,0.9610,-0.1142
0.8468,-0.3562,,,,,0.8468,-0.3562
0.4906,0.3606,,,,,0.4906,0.3606
0.8512,-0.0343,,,,,0.8512,-0.0343
0.8169,-0.0887,,,,,0.8169,-0.0887
0.7283,0.1341,,,,,0.7283,0.1341
0.8624,0.0062,,,,,0.8624,0.0062
0.8686,0.0267,,,,,0.8686,0.0267
0.8953,-0.0141,,,,,0.8953,-0.0141
0.8812,-0.0174,,,,,0.8812,-0.0174
0.8638,-0.0124,,,,,0.8638,-0.0124
0.8514,0.0014,,,,,0.8514,0.0014
0.8527,0.0221,,,,,0.8527,0.0221
0.8749,-0.0122,,,,,0.8749,-0.0122
0.8626,-0.0226,,,,,0.8626,-0.0226
0.8400,-0.0171,,,,,0.8400,-0.0171
0.8229,-0.0094,,,,,0.8229,-0.0094
0.8134,0.0814,,,,,0.8134,0.0814
0.8948,-0.8948,,,,,0.8948,-0.8948
0.4089,0.1835,,,,,0.4089,0.1835
0.5924,0.0920,,,,,0.5924,0.0920
0.6844,0.0497,,,,,0.6844,0.0497
0.7341,0.0406,,,,,0.7341,0.0406
0.7747,0.0105,,,,,0.7747,0.0105
0.7852,0.0162,,,,,0.7852,0.0162
0.8014,0.0233,,,,,0.8014,0.0233
0.8246,0.0173,,,,,0.8246,0.0173
0.8419,0.0141,,,,,0.8419,0.0141
0.8560,0.0154,,,,,0.8560,0.0154
0.8714,0.0247,,,,,0.8714,0.0247
0.8960,-0.0113,,,,,0.8960,-0.0113
0.8847,-0.0001,,,,,0.8847,-0.0001
0.8846,-0.1201,,,,,0.8846,-0.1201
0.7646,0.1538,,,,,0.7646,0.1538
0.9183,-0.0072,,,,,0.9183,-0.0072
0.9112,0.0329,,,,,0.9112,0.0329
0.9441,-0.3229,,,,,0.9441,-0.3229
0.6212,0.2446,,,,,0.6212,0.2446
0.8658,0.0776,,,,,0.8658,0.0776
0.9434,-0.0765,,,,,0.9434,-0.0765
0.8669,-0.2668,,,,,0.8669,-0.2668
0.6001,-0.1435,,,,,0.6001,-0.1435
0.4566,-0.1990,,,,,0.4566,-0.1990
0.2576,0.2606,,,,,0.2576,0.2606
0.5182,0.2386,,,,,0.5182,0.2386
0.7568,0.0241,,,,,0.7568,0.0241
0.7809,0.0252,,,,,0.7809,0.0252
0.8061,-0.3647,,,,,0.8061,-0.3647
0.4415,0.1385,,,,,0.4415,0.1385
0.5800,0.3930,,,,,0.5800,0.3930
0.9730,-0.2042,,,,,0.9730,-0.2042
0.7688,0.0512,,,,,0.7688,0.0512
0.8200,0.1582,,,,,0.8200,0.1582
0.9782,-0.2499,,,,,0.9782,-0.2499
0.7282,-0.0359,,,,,0.7282,-0.0359
0.6923,-0.2750,,,,,0.6923,-0.2750
0.4173,0.0522,,,,,0.4173,0.0522
0.4695,-0.4695,,,,,0.4695,-0.4695
0.8677,-0.1050,,,,,0.8677,-0.1050
0.7627,-0.0668,,,,,0.7627,-0.0668
0.6959,-0.6959,,,,,0.6959,-0.6959
0.7847,-0.7847,,,,,0.7847,-0.7847
0.7170,0.2634,,,,,0.7170,0.2634
0.9804,-0.4433,,,,,0.9804,-0.4433
0.5371,0.1881,,,,,0.5371,0.1881
0.7252,0.0944,,,,,0.7252,0.0944
0.8195,0.0255,,,,,0.8195,0.0255
0.8451,-0.5169,,,,,0.8451,-0.5169
0.3282,0.3340,,,,,0.3282,0.3340
0.6622,0.0510,,,,,0.6622,0.0510
0.7132,0.0005,,,,,0.7132,0.0005
0.7137,-0.3568,,,,,0.7137,-0.3568
0.3569,0.5106,,,,,0.3569,0.5106
0.8675,0.0843,,,,,0.8675,0.0843
0.9518,-0.1454,,,,,0.9518,-0.1454
0.8064,-0.1554,,,,,0.8064,-0.1554
0.6510,0.3288,,,,,0.6510,0.3288
0.9799,-0.9799,,,,,0.9799,-0.9799
0.3160,0.1187,,,,,0.3160,0.1187
0.4347,0.0836,,,,,0.4347,0.0836
0.5183,0.0477,,,,,0.5183,0.0477
0.5660,0.0368,,,,,0.5660,0.0368
0.6028,0.0193,,,,,0.6028,0.0193
0.6221,0.0220,,,,,0.6221,0.0220
0.6441,0.0229,,,,,0.6441,0.0229
0.6670,0.0187,,,,,0.6670,0.0187
0.6857,0.0368,,,,,0.6857,0.0368
0.7225,0.0295,,,,,0.7225,0.0295
0.7519,0.0377,,,,,0.7519,0.0377
0.7896,0.0190,,,,,0.7896,0.0190
0.8087,0.0074,,,,,0.8087,0.0074
0.8160,0.0201,,,,,0.8160,0.0201
0.8362,0.0123,,,,,0.8362,0.0123
0.8485,0.0197,,,,,0.8485,0.0197
0.8682,0.0254,,,,,0.8682,0.0254
0.8936,-0.0406,,,,,0.8936,-0.0406
0.8529,-0.1131,,,,,0.8529,-0.1131
0.7398,0.1097,,,,,0.7398,0.1097
0.8495,-0.0198,,,,,0.8495,-0.0198
0.8297,0.0570,,,,,0.8297,0.0570
0.8867,0.0020,,,,,0.8867,0.0020
0.8887,-0.1148,,,,,0.8887,-0.1148
0.7739,0.0849,,,,,0.7739,0.0849
0.8589,0.0156,,,,,0.8589,0.0156
0.8745,-0.0021,,,,,0.8745,-0.0021
0.8724,-0.0005,,,,,0.8724,-0.0005
0.8719,0.0064,,,,,0.8719,0.0064
0.8782,0.0127,,,,,0.8782,0.0127
0.8909,0.0028,,,,,0.8909,0.0028
0.8937,-0.0024,,,,,0.8937,-0.0024
0.8914,-0.0004,,,,,0.8914,-0.0004
0.8909,0.0299,,,,,0.8909,0.0299
0.9208,-0.1599,,,,,0.9208,-0.1599
0.7609,0.1837,,,,,0.7609,0.1837
0.9446,-0.2323,,,,,0.9446,-0.2323
0.7123,-0.4449,,,,,0.7123,-0.4449
0.2674,0.0579,,,,,0.2674,0.0579
0.3253,0.4111,,,,,0.3253,0.4111
0.7365,-0.4026,,,,,0.7365,-0.4026
0.3339,0.2824,,,,,0.3339,0.2824
0.6163,-0.1450,,,,,0.6163,-0.1450
0.4713,0.0689,,,,,0.4713,0.0689
0.5402,-0.0130,,,,,0.5402,-0.0130
0.5272,0.1284,,,,,0.5272,0.1284
0.6556,0.1022,,,,,0.6556,0.1022
0.7578,0.0842,,,,,0.7578,0.0842
0.8419,0.1307,,,,,0.8419,0.1307
0.9726,-0.1654,,,,,0.9726,-0.1654
0.8072,-0.2336,,,,,0.8072,-0.2336
0.5736,0.2123,,,,,0.5736,0.2123
0.7858,0.0316,,,,,0.7858,0.0316
0.8174,-0.1402,,,,,0.8174,-0.1402
0.6772,0.2326,,,,,0.6772,0.2326
0.9098,-0.0003,,,,,0.9098,-0.0003
0.9095,-0.1475,,,,,0.9095,-0.1475
0.7621,0.0184,,,,,0.7621,0.0184
0.7805,0.0297,,,,,0.7805,0.0297
0.8102,0.1039,,,,,0.8102,0.1039
0.9141,-0.0340,,,,,0.9141,-0.0340
0.8800,-0.0735,,,,,0.8800,-0.0735
0.8065,-0.1719,,,,,0.8065,-0.1719
0.6347,-0.1475,,,,,0.6347,-0.1475
0.4872,0.0329,,,,,0.4872,0.0329
0.5201,0.0714,,,,,0.5201,0.0714
0.5915,0.1621,,,,,0.5915,0.1621
0.7536,-0.7536,,,,,0.7536,-0.7536
0.4450,0.0826,,,,,0.4450,0.0826
0.5276,0.0669,,,,,0.5276,0.0669
0.5944,0.0272,,,,,0.5944,0.0272
0.6216,0.0483,,,,,0.6216,0.0483
0.6699,0.0485,,,,,0.6699,0.0485
0.7184,0.0499,,,,,0.7184,0.0499
0.7683,0.0207,,,,,0.7683,0.0207
0.7890,0.0134,,,,,0.7890,0.0134
0.8024,0.0126,,,,,0.8024,0.0126
0.8150,0.0056,,,,,0.8150,0.0056
0.8207,0.0107,,,,,0.8207,0.0107
0.8314,0.0095,,,,,0.8314,0.0095
0.8409,0.0115,,,,,0.8409,0.0115
0.8524,0.0076,,,,,0.8524,0.0076
0.8600,0.0091,,,,,0.8600,0.0091
0.8690,0.0082,,,,,0.8690,0.0082
0.8773,0.0081,,,,,0.8773,0.0081
0.8853,0.0066,,,,,0.8853,0.0066
0.8920,0.0004,,,,,0.8920,0.0004
0.8923,-0.0020,,,,,0.8923,-0.0020
0.8904,-0.0120,,,,,0.8904,-0.0120
0.8784,0.0087,,,,,0.8784,0.0087
0.8871,0.0163,,,,,0.8871,0.0163
0.9034,-0.0108,,,,,0.9034,-0.0108
0.8926,0.0154,,,,,0.8926,0.0154
0.9079,-0.0018,,,,,0.9079,-0.0018
0.9061,-0.0013,,,,,0.9061,-0.0013
0.9048,-0.0052,,,,,0.9048,-0.0052
0.8996,0.0216,,,,,0.8996,0.0216
0.9212,-0.0145,,,,,0.9212,-0.0145
0.9067,-0.0038,,,,,0.9067,-0.0038
0.9029,0.0237,,,,,0.9029,0.0237
0.9266,-0.0071,,,,,0.9266,-0.0071
0.9195,0.0031,,,,,0.9195,0.0031
0.9226,0.0078,,,,,0.9226,0.0078
0.9304,0.0024,,,,,0.9304,0.0024
0.9328,-0.0180,,,,,0.9328,-0.0180
0.9148,0.0047,,,,,0.9148,0.0047
