Kt*_C_NA_Cha,ΔKt*_C_NA_Cha,Kt*_Cy_NA_Cha,ΔKt*_Cy_NA_Cha,Kt*_I_NA_Cha,ΔKt*_I_NA_Cha,Kt*_AD_NA_Cha,ΔKt*_AD_NA_Cha
,,,,,,0.3108,-0.0531
,,,,,,0.2577,-0.0041
,,,,,,0.2536,-0.0072
,,,,,,0.2464,0.0443
,,,,,,0.2907,0.2614
,,,,,,0.5521,-0.1857
,,,,,,0.3664,-0.0356
,,,,,,0.3308,-0.0356
,,,,,,0.2952,-0.0210
,,,,,,0.2743,0.0566
,,,,,,0.3308,0.0419
,,,,,,0.3728,0.0890
,,,,,,0.4618,-0.0204
,,,,,,0.4414,0.3549
,,,,,,0.7963,-0.7963
,,,,,,0.5374,-0.0405
,,,,,,0.4969,0.1217
,,,,,,0.6187,-0.1109
,,,,,,0.5077,0.1045
,,,,,,0.6122,0.1635
,,,,,,0.7756,0.0873
,,,,,,0.8630,-0.1406
,,,,,,0.7224,0.0298
,,,,,,0.7521,0.1718
,,,,,,0.9239,-0.9239
,,,,,,0.0090,0.0626
,,,,,,0.0716,0.0625
,,,,,,0.1341,0.0341
,,,,,,0.1682,0.0253
,,,,,,0.1935,0.0300
,,,,,,0.2235,0.0443
,,,,,,0.2678,0.0531
,,,,,,0.3209,0.0047
,,,,,,0.3256,-0.1249
,,,,,,0.2008,-0.1035
,,,,,,0.0972,-0.0322
,,,,,,0.0650,-0.0122
,,,,,,0.0528,-0.0042
,,,,,,0.0486,-0.0043
,,,,,,0.0443,-0.0032
,,,,,,0.0412,0.0004
,,,,,,0.0415,0.0032
,,,,,,0.0447,0.0044
,,,,,,0.0491,0.0049
,,,,,,0.0539,0.0028
,,,,,,0.0567,0.0041
,,,,,,0.0608,0.0083
,,,,,,0.0691,0.0080
,,,,,,0.0770,0.0051
,,,,,,0.0821,0.0080
,,,,,,0.0902,0.0076
,,,,,,0.0977,0.0079
,,,,,,0.1057,0.0121
,,,,,,0.1178,0.0150
,,,,,,0.1327,0.0202
,,,,,,0.1529,0.0430
,,,,,,0.1959,0.0804
,,,,,,0.2763,0.1105
,,,,,,0.3867,0.2643
,,,,,,0.6510,-0.1303
,,,,,,0.5208,0.0465
,,,,,,0.5672,0.0633
,,,,,,0.6305,0.2442
,,,,,,0.8748,-0.2382
,,,,,,0.6366,0.0966
,,,,,,0.7332,-0.0625
,,,,,,0.6707,0.0586
,,,,,,0.7293,-0.1102
,,,,,,0.6191,0.0628
,,,,,,0.6819,-0.1179
,,,,,,0.5640,0.0134
,,,,,,0.5774,0.1224
,,,,,,0.6998,-0.6998
,,,,,,0.9955,-0.2150
,,,,,,0.7805,0.0994
,,,,,,0.8799,0.0402
,,,,,,0.9201,-0.2304
,,,,,,0.6897,-0.0363
,,,,,,0.6534,0.1163
,,,,,,0.7697,-0.0075
,,,,,,0.7622,0.2328
,,,,,,0.9950,-0.0638
,,,,,,0.9312,0.0301
,,,,,,0.9612,0.0131
,,,,,,0.9743,-0.0012
,,,,,,0.9731,0.0307
,,,,,,1.0038,-0.0491
,,,,,,0.9546,-0.2549
,,,,,,0.6998,0.1443
,,,,,,0.8441,0.0376
,,,,,,0.8817,-0.8817
,,,,,,0.0160,0.0989
,,,,,,0.1148,0.0981
,,,,,,0.2129,0.0225
,,,,,,0.2354,0.0056
,,,,,,0.2410,0.0194
,,,,,,0.2604,0.0095
,,,,,,0.2699,-0.0010
,,,,,,0.2688,0.0005
,,,,,,0.2693,0.0169
,,,,,,0.2862,0.0301
,,,,,,0.3163,0.0266
,,,,,,0.3428,0.0250
,,,,,,0.3678,0.0205
,,,,,,0.3884,0.0376
,,,,,,0.4260,0.0423
,,,,,,0.4682,0.0911
,,,,,,0.5593,-0.0114
,,,,,,0.5480,-0.0772
,,,,,,0.4708,-0.0326
,,,,,,0.4382,-0.0024
,,,,,,0.4358,-0.0058
,,,,,,0.4300,-0.0114
,,,,,,0.4186,-0.0035
,,,,,,0.4151,0.0453
,,,,,,0.4604,0.0512
,,,,,,0.5116,0.1126
,,,,,,0.6243,0.3425
,,,,,,0.9668,-0.2635
,,,,,,0.7033,0.0741
,,,,,,0.7773,0.0598
,,,,,,0.8372,-0.0888
,,,,,,0.7483,-0.0265
,,,,,,0.7218,0.1369
,,,,,,0.8587,0.0134
,,,,,,0.8721,-0.1250
,,,,,,0.7471,-0.0428
,,,,,,0.7043,0.0370
,,,,,,0.7414,0.0962
,,,,,,0.8376,-0.1343
,,,,,,0.7033,0.2567
,,,,,,0.9600,-0.0297
,,,,,,0.9302,-0.0415
,,,,,,0.8887,-0.1236
,,,,,,0.7652,0.2427
,,,,,,1.0079,-0.0888
,,,,,,0.9191,0.0515
,,,,,,0.9706,-0.9706
,,,,,,0.7762,-0.2994
,,,,,,0.4767,0.1389
,,,,,,0.6156,-0.0117
,,,,,,0.6039,-0.2436
,,,,,,0.3603,-0.3603
,,,,,,0.8746,-0.5320
,,,,,,0.3426,-0.0484
,,,,,,0.2942,0.1916
,,,,,,0.4858,-0.1663
,,,,,,0.3195,0.0370
,,,,,,0.3565,0.0205
,,,,,,0.3771,0.1119
,,,,,,0.4890,0.1762
,,,,,,0.6652,-0.2731
,,,,,,0.3922,0.0307
,,,,,,0.4228,0.1627
,,,,,,0.5855,0.1937
,,,,,,0.7793,0.0104
,,,,,,0.7897,-0.7897
,,,,,,0.1894,0.0939
,,,,,,0.2833,0.0490
,,,,,,0.3323,0.0439
,,,,,,0.3762,0.0498
,,,,,,0.4260,0.0559
,,,,,,0.4819,-0.0947
,,,,,,0.3872,-0.0836
,,,,,,0.3036,-0.1024
,,,,,,0.2013,-0.0010
,,,,,,0.2003,0.1215
,,,,,,0.3218,0.3156
,,,,,,0.6374,-0.0622
,,,,,,0.5752,-0.1118
,,,,,,0.4634,-0.0818
,,,,,,0.3816,0.0698
,,,,,,0.4514,-0.0981
,,,,,,0.3533,-0.0477
,,,,,,0.3056,0.1591
,,,,,,0.4648,0.0310
,,,,,,0.4958,0.1555
,,,,,,0.6513,-0.1249
,,,,,,0.5264,-0.0577
,,,,,,0.4687,0.1865
,,,,,,0.6553,-0.0134
,,,,,,0.6419,0.0752
,,,,,,0.7171,-0.0388
,,,,,,0.6784,0.1684
,,,,,,0.8468,-0.0218
,,,,,,0.8250,0.0056
,,,,,,0.8307,0.0141
,,,,,,0.8447,-0.0118
,,,,,,0.8329,0.0056
,,,,,,0.8385,-0.0322
,,,,,,0.8063,-0.0657
,,,,,,0.7407,0.0434
,,,,,,0.7841,0.0524
,,,,,,0.8365,-0.0112
,,,,,,0.8252,-0.0336
,,,,,,0.7916,0.0104
,,,,,,0.8020,-0.0108
,,,,,,0.7912,0.0387
,,,,,,0.8299,0.0164
,,,,,,0.8462,-0.0322
,,,,,,0.8140,0.0241
,,,,,,0.8381,-0.1800
,,,,,,0.6581,0.0279
,,,,,,0.6859,-0.0785
,,,,,,0.6075,-0.1028
,,,,,,0.5047,0.0240
,,,,,,0.5287,0.1269
,,,,,,0.6556,-0.0083
,,,,,,0.6473,0.0456
,,,,,,0.6929,0.1784
,,,,,,0.8713,-0.1700
,,,,,,0.7013,0.2252
,,,,,,0.9265,-0.0426
,,,,,,0.8839,-0.1621
,,,,,,0.7218,0.0380
,,,,,,0.7598,0.0432
,,,,,,0.8031,0.0020
,,,,,,0.8051,0.0542
,,,,,,0.8593,-0.0097
,,,,,,0.8496,-0.0060
,,,,,,0.8435,-0.0200
,,,,,,0.8235,0.0279
,,,,,,0.8514,0.0485
,,,,,,0.8998,0.0445
,,,,,,0.9443,-0.9443
,,,,,,0.2460,0.1609
,,,,,,0.4070,0.1081
,,,,,,0.5150,0.1081
,,,,,,0.6231,0.0339
,,,,,,0.6570,0.0442
,,,,,,0.7012,-0.0296
,,,,,,0.6716,0.0458
,,,,,,0.7174,-0.0801
,,,,,,0.6372,-0.2432
,,,,,,0.3940,-0.0346
,,,,,,0.3594,-0.1354
,,,,,,0.2240,-0.0187
,,,,,,0.2053,0.0480
,,,,,,0.2533,0.0256
,,,,,,0.2790,0.0287
,,,,,,0.3077,0.1693
,,,,,,0.4770,0.1135
,,,,,,0.5905,-0.0111
,,,,,,0.5794,-0.2573
,,,,,,0.3221,-0.1016
,,,,,,0.2206,0.2082
,,,,,,0.4288,-0.0957
,,,,,,0.3331,0.3047
,,,,,,0.6378,0.0493
,,,,,,0.6871,-0.2771
,,,,,,0.4099,0.0286
,,,,,,0.4385,0.1463
,,,,,,0.5848,0.1058
,,,,,,0.6907,0.1568
,,,,,,0.8475,-0.2454
,,,,,,0.6020,0.0008
,,,,,,0.6029,-0.1727
,,,,,,0.4301,0.3149
,,,,,,0.7451,-0.1439
,,,,,,0.6011,0.0752
,,,,,,0.6763,-0.1377
,,,,,,0.5386,0.2313
,,,,,,0.7699,0.0924
,,,,,,0.8623,0.0831
,,,,,,0.9453,-0.1272
,,,,,,0.8181,-0.0973
,,,,,,0.7208,0.0407
,,,,,,0.7615,0.1696
,,,,,,0.9311,-0.9311
,,,,,,0.9043,-0.0451
,,,,,,0.8592,0.1281
,,,,,,0.9873,-0.0357
,,,,,,0.9517,0.0139
,,,,,,0.9656,0.0242
,,,,,,0.9898,0.0192
,,,,,,1.0090,-0.0129
,,,,,,0.9961,-0.0244
,,,,,,0.9717,0.0330
,,,,,,1.0047,-0.0115
,,,,,,0.9932,-0.1496
,,,,,,0.8436,0.0905
,,,,,,0.9341,0.0627
,,,,,,0.9968,-0.9968
,,,,,,0.9824,-0.9824
,,,,,,0.0270,0.0246
,,,,,,0.0516,-0.0034
,,,,,,0.0482,0.0054
,,,,,,0.0536,0.0205
,,,,,,0.0741,0.0334
,,,,,,0.1075,0.0218
,,,,,,0.1292,-0.0227
,,,,,,0.1065,-0.0043
,,,,,,0.1022,0.0072
,,,,,,0.1094,0.0498
,,,,,,0.1592,0.0541
,,,,,,0.2133,-0.0182
,,,,,,0.1951,-0.0371
,,,,,,0.1580,-0.0059
,,,,,,0.1522,-0.0147
,,,,,,0.1375,-0.0269
,,,,,,0.1105,0.0377
,,,,,,0.1483,-0.0516
,,,,,,0.0967,0.1215
,,,,,,0.2182,-0.1011
,,,,,,0.1170,0.0253
,,,,,,0.1424,0.1308
,,,,,,0.2732,-0.0489
,,,,,,0.2243,-0.0047
,,,,,,0.2196,0.0084
,,,,,,0.2280,0.0197
,,,,,,0.2477,0.0421
,,,,,,0.2898,0.0670
,,,,,,0.3568,-0.0499
,,,,,,0.3069,0.0538
,,,,,,0.3607,0.2223
,,,,,,0.5829,-0.1866
,,,,,,0.3964,-0.0251
,,,,,,0.3713,0.0695
,,,,,,0.4408,0.1139
,,,,,,0.5547,-0.1006
,,,,,,0.4541,0.1506
,,,,,,0.6047,0.2201
,,,,,,0.8247,-0.1701
,,,,,,0.6546,0.0921
,,,,,,0.7467,-0.2208
,,,,,,0.5259,0.2088
,,,,,,0.7347,0.0872
,,,,,,0.8219,-0.0860
,,,,,,0.7359,0.2263
,,,,,,0.9622,-0.1701
,,,,,,0.7921,-0.7921
,,,,,,0.7046,0.2038
,,,,,,0.9084,-0.0170
,,,,,,0.8914,-0.8914
,,,,,,0.6515,-0.6515
,,,,,,0.7928,-0.2173
,,,,,,0.5755,0.0556
,,,,,,0.6311,0.0484
,,,,,,0.6795,-0.1499
,,,,,,0.5295,0.2299
,,,,,,0.7595,-0.1724
,,,,,,0.5871,-0.0277
,,,,,,0.5594,0.0790
,,,,,,0.6384,0.0671
,,,,,,0.7055,0.1611
,,,,,,0.8666,0.0740
,,,,,,0.9406,-0.2201
,,,,,,0.7204,-0.0101
,,,,,,0.7103,-0.0468
,,,,,,0.6635,-0.6635
,,,,,,0.7737,0.0368
,,,,,,0.8106,0.0487
,,,,,,0.8593,0.0223
,,,,,,0.8816,-0.0483
,,,,,,0.8333,0.0724
,,,,,,0.9057,-0.0295
,,,,,,0.8762,0.0020
,,,,,,0.8782,0.0482
,,,,,,0.9264,0.0054
,,,,,,0.9319,0.0038
,,,,,,0.9357,0.0029
,,,,,,0.9386,0.0054
,,,,,,0.9441,-0.0048
,,,,,,0.9392,0.0061
,,,,,,0.9454,0.0026
,,,,,,0.9480,-0.0007
,,,,,,0.9473,0.0029
,,,,,,0.9502,0.0049
,,,,,,0.9552,0.0036
,,,,,,0.9587,0.0104
,,,,,,0.9691,0.0134
,,,,,,0.9825,0.0069
,,,,,,0.9894,-0.0053
,,,,,,0.9841,0.0249
,,,,,,1.0090,-1.0090
,,,,,,0.8562,-0.0055
,,,,,,0.8507,-0.8507
,,,,,,0.9406,-0.6598
,,,,,,0.2808,-0.0764
,,,,,,0.2044,0.2059
,,,,,,0.4103,0.1163
,,,,,,0.5266,0.1379
,,,,,,0.6645,-0.0811
,,,,,,0.5834,-0.3156
,,,,,,0.2678,-0.0479
,,,,,,0.2199,0.3356
,,,,,,0.5556,0.4147
,,,,,,0.9703,-0.1454
,,,,,,0.8249,-0.4560
,,,,,,0.3689,0.0479
,,,,,,0.4168,0.0218
,,,,,,0.4386,0.5133
,,,,,,0.9519,-0.9519
,,,,,,0.5395,-0.0580
,,,,,,0.4815,0.1113
,,,,,,0.5928,-0.5928
,,,,,,0.6396,-0.3790
,,,,,,0.2605,-0.0598
,,,,,,0.2007,0.0175
,,,,,,0.2182,0.0117
,,,,,,0.2298,0.0897
,,,,,,0.3195,0.0680
,,,,,,0.3875,-0.0352
,,,,,,0.3522,-0.0279
,,,,,,0.3243,-0.0561
,,,,,,0.2682,-0.0301
,,,,,,0.2381,0.0282
,,,,,,0.2663,0.0318
,,,,,,0.2981,0.0859
,,,,,,0.3840,-0.3840
,,,,,,0.8665,-0.0536
,,,,,,0.8129,0.0131
,,,,,,0.8259,-0.4310
,,,,,,0.3949,0.1616
,,,,,,0.5565,0.1771
,,,,,,0.7336,-0.2737
,,,,,,0.4599,-0.0531
,,,,,,0.4068,0.0010
,,,,,,0.4078,-0.0607
,,,,,,0.3470,0.0240
,,,,,,0.3711,0.1923
,,,,,,0.5634,-0.5634
,,,,,,0.8717,0.0283
,,,,,,0.9000,0.0165
,,,,,,0.9165,0.0558
,,,,,,0.9723,0.0174
,,,,,,0.9897,0.0053
,,,,,,0.9949,-0.9949
,,,,,,0.7941,0.1680
,,,,,,0.9621,-0.9621
,,,,,,0.7673,-0.7673
,,,,,,0.3598,0.2196
,,,,,,0.5794,0.2744
,,,,,,0.8538,-0.8538
,,,,,,0.7751,-0.0425
,,,,,,0.7326,0.2355
,,,,,,0.9680,-0.0005
,,,,,,0.9675,-0.9675
,,,,,,0.7858,-0.0064
,,,,,,0.7795,-0.7795
,,,,,,0.9098,-0.5025
,,,,,,0.4074,-0.1559
,,,,,,0.2515,-0.0247
,,,,,,0.2268,-0.0216
,,,,,,0.2052,-0.1133
,,,,,,0.0919,-0.0501
,,,,,,0.0419,-0.0216
,,,,,,0.0203,-0.0040
,,,,,,0.0163,-0.0074
,,,,,,0.0089,-0.0031
,,,,,,0.0058,-0.0025
,,,,,,0.0033,-0.0002
,,,,,,0.0031,-0.0028
,,,,,,0.0003,-0.0003
,,,,,,0.0006,0.0077
,,,,,,0.0083,0.0045
,,,,,,0.0128,0.0049
,,,,,,0.0176,0.0026
,,,,,,0.0202,-0.0202
,,,,,,0.3178,0.0322
,,,,,,0.3500,-0.0445
,,,,,,0.3055,-0.0355
,,,,,,0.2700,-0.0921
,,,,,,0.1779,-0.0016
,,,,,,0.1762,0.0083
,,,,,,0.1845,0.0613
,,,,,,0.2459,0.0111
,,,,,,0.2570,0.0543
,,,,,,0.3113,-0.0658
,,,,,,0.2455,-0.0213
,,,,,,0.2242,0.0886
,,,,,,0.3129,0.1044
,,,,,,0.4173,-0.0669
,,,,,,0.3503,0.1828
,,,,,,0.5332,-0.1745
,,,,,,0.3587,-0.0363
,,,,,,0.3224,0.1089
,,,,,,0.4313,-0.1404
,,,,,,0.2908,-0.0249
,,,,,,0.2659,0.0761
,,,,,,0.3420,-0.0714
,,,,,,0.2706,-0.0561
,,,,,,0.2145,0.0444
,,,,,,0.2589,-0.0628
,,,,,,0.1961,0.0671
,,,,,,0.2632,0.0902
,,,,,,0.3533,-0.0184
,,,,,,0.3349,-0.1534
,,,,,,0.1815,0.1042
,,,,,,0.2858,0.0133
,,,,,,0.2990,0.2070
,,,,,,0.5061,0.3925
,,,,,,0.8986,-0.2982
,,,,,,0.6004,-0.0167
,,,,,,0.5836,0.1320
,,,,,,0.7156,0.2234
,,,,,,0.9390,0.0648
,,,,,,0.8133,0.0638
,,,,,,0.8771,-0.2048
,,,,,,0.6722,0.1004
,,,,,,0.7726,0.1672
,,,,,,0.9398,-0.0916
,,,,,,0.8482,-0.1634
,,,,,,0.6848,-0.6848
,,,,,,0.7756,-0.3878
,,,,,,0.3877,0.1732
,,,,,,0.5609,-0.2215
,,,,,,0.3394,0.6270
,,,,,,0.9664,-0.0017
,,,,,,0.9646,-0.5947
,,,,,,0.3700,-0.0502
,,,,,,0.3198,0.0355
,,,,,,0.3553,0.3856
,,,,,,0.7409,-0.2153
,,,,,,0.5256,-0.1362
,,,,,,0.3894,0.4587
,,,,,,0.8481,-0.1533
,,,,,,0.6947,0.0013
,,,,,,0.6961,-0.4324
,,,,,,0.2637,-0.1767
,,,,,,0.0870,0.1150
,,,,,,0.2020,0.1228
,,,,,,0.3249,-0.1148
,,,,,,0.2100,0.0113
,,,,,,0.2213,-0.0089
,,,,,,0.2124,0.1295
,,,,,,0.3419,-0.3419
,,,,,,0.7970,-0.1843
,,,,,,0.6127,-0.1129
,,,,,,0.4999,0.0582
,,,,,,0.5580,-0.0603
,,,,,,0.4978,0.0115
,,,,,,0.5093,0.1334
,,,,,,0.6427,-0.0283
,,,,,,0.6143,-0.0322
,,,,,,0.5821,-0.0802
,,,,,,0.5019,0.0396
,,,,,,0.5415,0.2640
,,,,,,0.8056,-0.0606
,,,,,,0.7450,0.1073
,,,,,,0.8523,-0.0064
,,,,,,0.8459,-0.8459
,,,,,,0.9271,-0.0590
,,,,,,0.8682,-0.8682
,,,,,,0.6915,0.2209
,,,,,,0.9124,-0.2558
,,,,,,0.6566,-0.1324
,,,,,,0.5242,-0.2729
,,,,,,0.2513,-0.0139
,,,,,,0.2374,0.0095
,,,,,,0.2469,0.2664
,,,,,,0.5133,0.1307
,,,,,,0.6439,-0.0354
,,,,,,0.6085,0.0878
,,,,,,0.6963,-0.4702
,,,,,,0.2261,0.3503
,,,,,,0.5764,-0.4643
,,,,,,0.1121,0.0348
,,,,,,0.1468,-0.0860
,,,,,,0.0608,0.0073
,,,,,,0.0682,-0.0160
,,,,,,0.0522,0.0046
,,,,,,0.0568,0.0097
,,,,,,0.0666,0.0050
,,,,,,0.0716,-0.0046
,,,,,,0.0670,-0.0072
,,,,,,0.0598,-0.0016
,,,,,,0.0582,0.0073
,,,,,,0.0655,0.0097
,,,,,,0.0752,0.0199
,,,,,,0.0951,0.0295
,,,,,,0.1247,0.0259
,,,,,,0.1505,0.0369
,,,,,,0.1875,0.0425
,,,,,,0.2300,0.0510
,,,,,,0.2810,0.0338
,,,,,,0.3148,0.0335
,,,,,,0.3484,0.0661
,,,,,,0.4144,0.0611
,,,,,,0.4755,0.1122
,,,,,,0.5877,0.2441
,,,,,,0.8319,-0.8319
,,,,,,0.8470,0.0428
,,,,,,0.8898,-0.8898
,,,,,,0.1384,0.0252
,,,,,,0.1635,0.0778
,,,,,,0.2413,0.0814
,,,,,,0.3227,0.0294
,,,,,,0.3522,0.0055
,,,,,,0.3577,0.0378
,,,,,,0.3955,0.0260
,,,,,,0.4215,-0.0006
,,,,,,0.4210,0.0047
,,,,,,0.4257,-0.0153
,,,,,,0.4104,-0.0453
,,,,,,0.3651,0.0788
,,,,,,0.4440,-0.1171
,,,,,,0.3268,-0.0479
,,,,,,0.2789,0.0652
,,,,,,0.3441,0.1034
,,,,,,0.4476,-0.0034
,,,,,,0.4442,0.0246
,,,,,,0.4688,0.0368
,,,,,,0.5056,-0.1058
,,,,,,0.3998,-0.1347
,,,,,,0.2651,0.0318
,,,,,,0.2969,0.0349
,,,,,,0.3318,-0.0264
,,,,,,0.3054,-0.0196
,,,,,,0.2858,0.1043
,,,,,,0.3901,0.1991
,,,,,,0.5892,0.0719
,,,,,,0.6611,-0.0784
,,,,,,0.5827,-0.1108
,,,,,,0.4719,0.0162
,,,,,,0.4881,0.1370
,,,,,,0.6251,0.1589
,,,,,,0.7841,-0.1901
,,,,,,0.5939,-0.1070
,,,,,,0.4869,0.0108
,,,,,,0.4978,-0.0081
,,,,,,0.4897,0.0300
,,,,,,0.5197,0.2198
,,,,,,0.7395,-0.2359
,,,,,,0.5036,-0.1769
,,,,,,0.3267,0.0370
,,,,,,0.3637,0.1352
,,,,,,0.4989,0.0296
,,,,,,0.5285,0.2179
,,,,,,0.7463,-0.7463
,,,,,,0.8986,0.0047
,,,,,,0.9033,0.0567
,,,,,,0.9600,-0.9600
,,,,,,0.3593,-0.0377
,,,,,,0.3216,0.0442
,,,,,,0.3659,0.0564
,,,,,,0.4223,-0.0765
,,,,,,0.3458,0.0650
,,,,,,0.4108,0.0910
,,,,,,0.5018,0.4866
,,,,,,0.9884,-0.9884
,,,,,,0.3270,0.1120
,,,,,,0.4390,0.1785
,,,,,,0.6175,0.0930
,,,,,,0.7106,-0.0400
,,,,,,0.6706,0.0797
,,,,,,0.7503,-0.1908
,,,,,,0.5595,0.0368
,,,,,,0.5962,-0.0142
,,,,,,0.5820,0.0555
,,,,,,0.6375,-0.0373
,,,,,,0.6002,0.0696
,,,,,,0.6699,0.1160
,,,,,,0.7859,-0.1484
,,,,,,0.6375,-0.1379
,,,,,,0.4996,-0.0827
,,,,,,0.4170,-0.0581
,,,,,,0.3589,0.1332
,,,,,,0.4921,0.1138
,,,,,,0.6059,-0.0860
,,,,,,0.5199,-0.0081
,,,,,,0.5118,-0.0022
,,,,,,0.5096,0.0434
,,,,,,0.5530,-0.0534
,,,,,,0.4996,-0.1836
,,,,,,0.3160,-0.0128
,,,,,,0.3032,-0.0253
,,,,,,0.2778,0.0812
,,,,,,0.3590,0.0200
,,,,,,0.3790,0.0927
,,,,,,0.4717,-0.0257
,,,,,,0.4460,0.0972
,,,,,,0.5431,-0.0867
,,,,,,0.4565,-0.1328
,,,,,,0.3237,0.0472
,,,,,,0.3709,0.0516
,,,,,,0.4225,0.2244
,,,,,,0.6469,-0.0373
,,,,,,0.6096,-0.1199
,,,,,,0.4896,-0.0618
,,,,,,0.4278,0.2006
,,,,,,0.6284,0.0169
,,,,,,0.6452,-0.2759
,,,,,,0.3693,-0.0943
,,,,,,0.2751,0.0845
,,,,,,0.3595,0.1028
,,,,,,0.4624,0.1058
,,,,,,0.5682,-0.1623
,,,,,,0.4058,0.1002
,,,,,,0.5060,0.0691
,,,,,,0.5751,0.1542
,,,,,,0.7293,0.0203
,,,,,,0.7496,0.1312
,,,,,,0.8809,-0.8809
,,,,,,0.9031,-0.4663
,,,,,,0.4368,-0.0004
,,,,,,0.4364,-0.0672
,,,,,,0.3692,0.0201
,,,,,,0.3893,-0.3893
,,,,,,0.7464,-0.2036
,,,,,,0.5428,-0.1381
,,,,,,0.4047,0.0718
,,,,,,0.4765,0.3915
,,,,,,0.8681,-0.8681
,,,,,,0.1311,-0.0384
,,,,,,0.0927,0.0271
,,,,,,0.1198,0.0101
,,,,,,0.1299,0.0586
,,,,,,0.1885,0.0286
,,,,,,0.2171,0.0037
,,,,,,0.2208,-0.0214
,,,,,,0.1993,-0.0431
,,,,,,0.1562,-0.0753
,,,,,,0.0809,-0.0449
,,,,,,0.0361,0.0225
,,,,,,0.0585,0.0353
,,,,,,0.0938,-0.0078
,,,,,,0.0859,-0.0186
,,,,,,0.0674,-0.0399
,,,,,,0.0275,0.0078
,,,,,,0.0352,0.0276
,,,,,,0.0629,-0.0348
,,,,,,0.0281,0.0019
,,,,,,0.0300,0.0286
,,,,,,0.0587,0.0633
,,,,,,0.1220,0.0287
,,,,,,0.1507,0.0629
,,,,,,0.2136,0.0622
,,,,,,0.2758,0.0353
,,,,,,0.3112,0.0033
,,,,,,0.3145,-0.0220
,,,,,,0.2925,0.0009
,,,,,,0.2933,0.0282
,,,,,,0.3215,0.1153
,,,,,,0.4368,0.0588
,,,,,,0.4956,0.0293
,,,,,,0.5249,-0.0656
,,,,,,0.4593,0.1972
,,,,,,0.6565,-0.0326
,,,,,,0.6239,0.2005
,,,,,,0.8244,0.1110
,,,,,,0.9355,0.0024
,,,,,,0.9379,-0.2335
,,,,,,0.7044,-0.1867
,,,,,,0.5177,0.0306
,,,,,,0.5483,0.0751
,,,,,,0.6234,0.1349
,,,,,,0.7583,0.0652
,,,,,,0.8235,-0.1591
,,,,,,0.6645,0.1044
,,,,,,0.7688,0.0833
,,,,,,0.8521,-0.1137
,,,,,,0.7384,-0.1423
,,,,,,0.5961,0.0763
,,,,,,0.6725,0.1573
,,,,,,0.8297,-0.0105
,,,,,,0.8193,0.1441
,,,,,,0.9634,-0.1290
,,,,,,0.8344,0.0657
,,,,,,0.9001,-0.9001
,,,,,,0.8535,-0.8535
,,,,,,0.9740,-0.9740
,,,,,,0.7958,-0.0825
,,,,,,0.7133,0.0033
,,,,,,0.7166,0.1295
,,,,,,0.8461,-0.8461
,,,,,,0.1371,-0.0352
,,,,,,0.1019,0.1788
,,,,,,0.2807,-0.0113
,,,,,,0.2694,0.0263
,,,,,,0.2957,0.0900
,,,,,,0.3857,-0.0047
,,,,,,0.3809,-0.0816
,,,,,,0.2993,0.1923
,,,,,,0.4916,0.0647
,,,,,,0.5563,0.2485
,,,,,,0.8048,0.1413
,,,,,,0.9460,-0.9460
,,,,,,0.8482,-0.0813
,,,,,,0.7669,-0.2444
,,,,,,0.5225,0.1802
,,,,,,0.7027,-0.0416
,,,,,,0.6612,0.0214
,,,,,,0.6825,-0.1492
,,,,,,0.5333,0.2388
,,,,,,0.7722,-0.1217
,,,,,,0.6505,-0.3058
,,,,,,0.3447,0.0941
,,,,,,0.4388,-0.0010
,,,,,,0.4378,-0.0737
,,,,,,0.3641,0.1414
,,,,,,0.5055,-0.0560
,,,,,,0.4495,-0.1296
,,,,,,0.3198,-0.0085
,,,,,,0.3113,0.0392
,,,,,,0.3505,0.0124
,,,,,,0.3629,0.0354
,,,,,,0.3983,-0.0285
,,,,,,0.3698,0.0865
,,,,,,0.4563,0.3103
,,,,,,0.7665,-0.0085
,,,,,,0.7581,-0.0800
,,,,,,0.6781,-0.1333
,,,,,,0.5449,0.3072
,,,,,,0.8521,-0.2689
,,,,,,0.5832,-0.0097
,,,,,,0.5735,0.0104
,,,,,,0.5839,-0.0581
,,,,,,0.5258,-0.0610
,,,,,,0.4648,-0.0227
,,,,,,0.4421,-0.0957
,,,,,,0.3464,-0.0818
,,,,,,0.2646,0.1850
,,,,,,0.4496,0.0784
,,,,,,0.5280,0.0740
,,,,,,0.6019,-0.0482
,,,,,,0.5537,0.1619
,,,,,,0.7156,0.1398
,,,,,,0.8554,-0.8554
,,,,,,0.9245,-0.4425
,,,,,,0.4821,0.2492
,,,,,,0.7313,-0.7313
,,,,,,0.5320,0.0746
,,,,,,0.6066,-0.6066
,,,,,,0.7473,-0.7473
,,,,,,0.9501,-0.9501
,,,,,,0.8960,-0.8960
,,,,,,0.5360,-0.1633
,,,,,,0.3727,0.5172
,,,,,,0.8900,-0.8900
,,,,,,0.8745,-0.3561
,,,,,,0.5184,-0.0762
,,,,,,0.4422,0.0046
,,,,,,0.4468,0.0899
,,,,,,0.5368,0.4009
,,,,,,0.9377,-0.1250
,,,,,,0.8127,-0.8127
,,,,,,0.6330,0.0313
,,,,,,0.6643,0.1010
,,,,,,0.7653,0.0595
,,,,,,0.8248,-0.0228
,,,,,,0.8020,-0.8020
