Kt*_C_A_Nzi,ΔKt*_C_A_Nzi,Kt*_Cy_A_Nzi,ΔKt*_Cy_A_Nzi,Kt*_I_A_Nzi,ΔKt*_I_A_Nzi,Kt*_AD_A_Nzi,ΔKt*_AD_A_Nzi
,,,,,,0.9708,-0.0902
,,,,,,0.8806,-0.0432
,,,,,,0.8375,0.1023
,,,,,,0.9398,-0.1119
,,,,,,0.8279,-0.0240
,,,,,,0.8039,0.0450
,,,,,,0.8489,-0.0370
,,,,,,0.8119,0.0706
,,,,,,0.8826,-0.1928
,,,,,,0.6897,0.1848
,,,,,,0.8745,0.0282
,,,,,,0.9028,-0.0934
,,,,,,0.8094,-0.2056
,,,,,,0.6038,0.2459
,,,,,,0.8496,-0.3475
,,,,,,0.5021,0.0999
,,,,,,0.6021,-0.0346
,,,,,,0.5674,0.1261
,,,,,,0.6935,0.3030
,,,,,,0.9965,-0.0866
,,,,,,0.9099,-0.0891
,,,,,,0.8209,0.0522
,,,,,,0.8730,-0.1627
,,,,,,0.7104,-0.2224
,,,,,,0.4880,-0.1466
,,,,,,0.3413,-0.1536
,,,,,,0.1878,-0.0810
,,,,,,0.9028,-0.0878
,,,,,,0.8150,0.1300
,,,,,,0.9450,-0.1302
,,,,,,0.8147,-0.0128
,,,,,,0.8019,-0.0748
,,,,,,0.7271,-0.0667
,,,,,,0.6604,-0.1034
,,,,,,0.5569,0.0407
,,,,,,0.5977,0.0251
,,,,,,0.6228,-0.0454
,,,,,,0.5774,0.2246
,,,,,,0.8020,0.0644
,,,,,,0.8664,-0.8664
,,,,,,0.9871,-0.0063
,,,,,,0.9808,-0.0696
,,,,,,0.9112,-0.1152
,,,,,,0.7959,0.0394
,,,,,,0.8354,-0.0566
,,,,,,0.7788,-0.0219
,,,,,,0.7569,-0.0522
,,,,,,0.7047,-0.0663
,,,,,,0.6384,-0.1099
,,,,,,0.5286,0.1656
,,,,,,0.6941,-0.6941
,,,,,,0.8897,-0.8897
,,,,,,0.5188,-0.5188
,,,,,,0.7885,-0.2883
,,,,,,0.5002,0.1334
,,,,,,0.6336,0.1075
,,,,,,0.7410,0.0785
,,,,,,0.8195,0.1162
,,,,,,0.9357,0.1077
,,,,,,0.9699,-0.9699
,,,,,,0.8815,-0.0051
,,,,,,0.8764,-0.0834
,,,,,,0.7929,-0.7929
,,,,,,0.8897,-0.0956
,,,,,,0.7941,0.1488
,,,,,,0.9429,0.0624
,,,,,,0.9861,-0.0202
,,,,,,0.9659,-0.0376
,,,,,,0.9283,0.0065
,,,,,,0.9348,-0.0612
,,,,,,0.8736,-0.2586
,,,,,,0.6151,-0.1988
,,,,,,0.4162,-0.1018
,,,,,,0.3144,-0.1045
,,,,,,0.2099,-0.0946
,,,,,,0.9169,-0.9169
,,,,,,0.9713,-0.2311
,,,,,,0.7402,0.2153
,,,,,,0.9555,-0.9555
,,,,,,0.8577,-0.8577
,,,,,,0.5678,0.3149
,,,,,,0.8827,0.0559
,,,,,,0.9386,0.0527
,,,,,,0.9913,0.0072
,,,,,,0.9985,0.0058
,,,,,,0.9457,-0.0332
,,,,,,0.9125,0.0697
,,,,,,0.9823,-0.9823
,,,,,,0.9125,-0.0240
,,,,,,0.8885,0.0607
,,,,,,0.9492,-0.0655
,,,,,,0.8836,-0.0268
,,,,,,0.8569,-0.8569
,,,,,,0.8579,0.1336
,,,,,,0.9916,-0.9916
,,,,,,0.7386,0.1093
,,,,,,0.8479,-0.2679
,,,,,,0.5800,-0.2021
,,,,,,0.3779,0.4921
,,,,,,0.8700,-0.8700
,,,,,,0.9357,-0.1152
,,,,,,0.8205,-0.1776
,,,,,,0.6429,-0.2765
,,,,,,0.3664,-0.2276
,,,,,,0.1389,-0.0185
,,,,,,0.1204,-0.0157
,,,,,,0.8006,-0.1969
,,,,,,0.6037,-0.0049
,,,,,,0.5987,0.0181
,,,,,,0.6168,-0.0459
,,,,,,0.5709,0.0345
,,,,,,0.6054,0.0127
,,,,,,0.6181,0.0944
,,,,,,0.7126,0.1537
,,,,,,0.8662,-0.8662
,,,,,,0.9946,-0.0082
,,,,,,0.9863,-0.0651
,,,,,,0.9213,0.0623
,,,,,,0.9835,-0.2542
,,,,,,0.7294,-0.7294
,,,,,,0.9261,-0.0621
,,,,,,0.8640,-0.0279
,,,,,,0.8362,0.1462
,,,,,,0.9824,-0.9824
,,,,,,0.9938,-0.9938
,,,,,,0.8943,-0.2055
,,,,,,0.6888,-0.0322
,,,,,,0.6566,0.0717
,,,,,,0.7283,-0.0998
,,,,,,0.6285,0.1246
,,,,,,0.7531,0.2451
,,,,,,0.9982,-0.3100
,,,,,,0.6882,0.1490
,,,,,,0.8372,0.0617
,,,,,,0.8990,0.0206
,,,,,,0.9195,-0.2172
,,,,,,0.7024,0.2715
,,,,,,0.9739,-0.3965
,,,,,,0.5774,0.2326
,,,,,,0.8100,-0.1651
,,,,,,0.6450,0.0061
,,,,,,0.6510,-0.0498
,,,,,,0.6012,0.3324
,,,,,,0.9336,0.0284
,,,,,,0.9620,-0.0227
,,,,,,0.9393,-0.0272
,,,,,,0.9121,0.0298
,,,,,,0.9419,0.0356
,,,,,,0.9775,-0.0049
,,,,,,0.9726,-0.0523
,,,,,,0.9203,0.0427
,,,,,,0.9630,-0.0007
,,,,,,0.9623,-0.1450
,,,,,,0.8173,0.0283
,,,,,,0.8455,0.0809
,,,,,,0.9265,-0.0301
,,,,,,0.8964,-0.0083
,,,,,,0.8881,-0.0390
,,,,,,0.8491,-0.1146
,,,,,,0.7345,-0.1208
,,,,,,0.6136,-0.4001
,,,,,,0.2135,-0.0435
,,,,,,0.7995,-0.2250
,,,,,,0.5745,0.3951
,,,,,,0.9697,-0.2850
,,,,,,0.6847,-0.1170
,,,,,,0.5677,-0.5677
,,,,,,0.9830,-0.4493
,,,,,,0.5337,-0.0727
,,,,,,0.4611,0.0375
,,,,,,0.4985,0.1841
,,,,,,0.6826,-0.2204
,,,,,,0.4622,-0.0504
,,,,,,0.4118,0.0809
,,,,,,0.4926,0.0981
,,,,,,0.5907,0.1433
,,,,,,0.7339,-0.2722
,,,,,,0.4617,0.3599
,,,,,,0.8216,-0.8216
,,,,,,0.9379,-0.9379
,,,,,,0.9733,-0.0431
,,,,,,0.9302,-0.0388
,,,,,,0.8914,-0.8914
,,,,,,0.9801,-0.9801
,,,,,,0.9580,-0.9580
,,,,,,0.9839,0.0177
,,,,,,0.9966,-0.0051
,,,,,,0.9915,-0.0092
,,,,,,0.9823,0.0011
,,,,,,0.9835,-0.0024
,,,,,,0.9811,0.0017
,,,,,,0.9827,-0.0036
,,,,,,0.9792,-0.0006
,,,,,,0.9786,-0.0061
,,,,,,0.9724,-0.0113
,,,,,,0.9611,-0.0042
,,,,,,0.9569,-0.0013
,,,,,,0.9556,-0.0054
,,,,,,0.9502,-0.0078
,,,,,,0.9424,-0.0330
,,,,,,0.9094,-0.0201
,,,,,,0.8892,-0.0225
,,,,,,0.8667,-0.0912
,,,,,,0.7755,0.0071
,,,,,,0.7826,0.0620
,,,,,,0.8446,-0.1682
,,,,,,0.6764,-0.1255
,,,,,,0.5509,-0.1595
,,,,,,0.7850,-0.0736

